underlying,expiry,strike,option_type,bid,ask,iv,open_interest,volume,trade_date
MSFT,2025-03-14,490.0,put,72.63,76.16,0.198356,812,40,2025-03-05
GOOGL,2025-03-14,210.0,put,33.81,35.79,0.184239,1483,542,2025-03-07
AAPL,2025-04-11,210.0,call,0.09,0.09,0.190583,1364,65,2025-03-06
MSFT,2025-04-04,415.0,put,7.82,8.13,0.188907,242,23,2025-03-06
GOOGL,2025-03-14,185.0,call,0.16,0.17,0.223014,603,123,2025-03-05
AMZN,2025-03-21,170.0,put,0.01,0.01,0.212133,61,16,2025-03-07
GOOGL,2025-04-04,180.0,put,6.23,6.41,0.193669,1831,126,2025-03-07
AAPL,2025-04-04,190.0,call,2.46,2.52,0.208158,468,125,2025-03-07
MSFT,2025-03-14,415.0,call,5.13,5.29,0.218813,255,19,2025-03-07
NVDA,2025-04-04,855.0,put,10.94,11.25,0.21086,676,83,2025-03-05
AAPL,2025-04-11,190.0,put,6.91,7.08,0.198673,131,8,2025-03-05
GOOGL,2025-03-14,165.0,call,10.15,10.49,0.207031,338,11,2025-03-04
GOOGL,2025-03-14,175.0,call,2.64,2.71,0.2102,421,144,2025-03-03
AMZN,2025-03-28,225.0,call,0.01,0.01,0.1951,247,12,2025-03-06
MSFT,2025-04-18,435.0,put,20.96,21.61,0.177176,3491,2417,2025-03-05
GOOGL,2025-04-04,200.0,put,23.69,24.77,0.204711,248,42,2025-03-05
AAPL,2025-03-14,215.0,put,29.05,30.42,0.197112,425,102,2025-03-05
GOOGL,2025-04-18,190.0,put,14.39,14.89,0.193645,928,38,2025-03-04
MSFT,2025-04-11,425.0,call,6.39,6.55,0.186816,189,29,2025-03-05
GOOGL,2025-05-02,210.0,put,32.42,34.47,0.192998,173,102,2025-03-07
GOOGL,2025-03-07,180.0,call,0.01,0.01,0.224136,723,54,2025-03-06
GOOGL,2025-04-25,210.0,call,0.04,0.04,0.191382,80,13,2025-03-03
AMZN,2025-03-21,160.0,call,34.48,36.3,0.210145,602,137,2025-03-03
NVDA,2025-03-21,745.0,put,0.01,0.01,0.214323,883,101,2025-03-04
AMZN,2025-04-25,200.0,put,7.27,7.52,0.18604,428,119,2025-03-06
AMZN,2025-03-21,155.0,call,39.25,41.43,0.200434,102,68,2025-03-05
MSFT,2025-03-21,465.0,call,0.07,0.07,0.21452,272,114,2025-03-03
AAPL,2025-03-28,190.0,put,6.43,6.59,0.209623,2874,888,2025-03-05
NVDA,2025-03-28,875.0,call,18.35,18.82,0.196692,204,42,2025-03-05
MSFT,2025-04-11,490.0,put,70.4,74.51,0.200104,105,25,2025-03-03
AAPL,2025-04-11,160.0,call,25.31,26.4,0.209885,6465,779,2025-03-05
NVDA,2025-04-25,765.0,put,0.98,1.02,0.216523,6898,1780,2025-03-06
AMZN,2025-04-25,155.0,put,0.01,0.01,0.197759,391,56,2025-03-05
AAPL,2025-03-07,180.0,put,0.01,0.01,0.236852,3007,789,2025-03-06
MSFT,2025-04-25,465.0,put,46.73,48.58,0.191123,116,9,2025-03-04
NVDA,2025-04-25,875.0,call,27.09,28.0,0.186173,1758,526,2025-03-04
GOOGL,2025-04-18,200.0,put,23.31,24.42,0.184753,287,6,2025-03-03
AMZN,2025-04-11,180.0,call,16.28,16.88,0.207287,186,73,2025-03-03
NVDA,2025-03-14,965.0,put,86.71,90.52,0.221082,299,46,2025-03-03
AAPL,2025-03-14,175.0,put,0.05,0.05,0.207618,1131,58,2025-03-07
AAPL,2025-03-21,155.0,put,0.01,0.01,0.216533,53,2,2025-03-04
MSFT,2025-03-21,405.0,put,3.4,3.48,0.218893,351,48,2025-03-04
GOOGL,2025-04-11,210.0,call,0.01,0.01,0.206984,263,112,2025-03-07
MSFT,2025-04-11,405.0,call,18.01,18.46,0.209143,1464,380,2025-03-03
AAPL,2025-03-14,190.0,put,5.61,5.77,0.208614,36,15,2025-03-03
NVDA,2025-04-04,1005.0,call,0.09,0.1,0.194176,135,42,2025-03-07
AAPL,2025-04-11,200.0,put,14.7,15.37,0.218582,255,42,2025-03-03
GOOGL,2025-03-07,205.0,put,29.24,30.65,0.2273,635,198,2025-03-05
AMZN,2025-04-11,235.0,call,0.02,0.02,0.222683,662,78,2025-03-06
AAPL,2025-04-11,170.0,call,15.99,16.56,0.2074,297,105,2025-03-06
AMZN,2025-03-07,200.0,call,0.07,0.07,0.210668,304,25,2025-03-05
AMZN,2025-04-25,235.0,call,0.03,0.03,0.190268,73,4,2025-03-04
AMZN,2025-04-04,175.0,put,0.24,0.25,0.235112,117,4,2025-03-05
GOOGL,2025-04-18,165.0,call,11.95,12.31,0.196114,636,111,2025-03-03
AMZN,2025-03-28,235.0,call,0.01,0.01,0.212762,299,28,2025-03-04
AMZN,2025-03-14,220.0,call,0.01,0.01,0.203724,891,62,2025-03-05
AAPL,2025-04-18,185.0,put,4.38,4.48,0.192014,99,39,2025-03-03
AMZN,2025-04-18,220.0,call,0.23,0.24,0.193897,135,45,2025-03-06
MSFT,2025-04-04,355.0,put,0.02,0.02,0.205204,82,21,2025-03-06
GOOGL,2025-03-21,175.0,call,3.67,3.74,0.225304,51,7,2025-03-03
AAPL,2025-03-14,180.0,call,5.83,6.0,0.232537,494,134,2025-03-06
AMZN,2025-04-25,235.0,put,37.35,39.34,0.175595,840,152,2025-03-04
AMZN,2025-03-21,170.0,call,24.87,25.98,0.211998,343,179,2025-03-03
GOOGL,2025-03-28,170.0,call,6.82,7.02,0.196422,485,95,2025-03-04
NVDA,2025-03-28,965.0,put,89.07,85.69999999999999,0.187297,115,34,2025-03-06
NVDA,2025-03-07,810.0,put,0.01,0.01,0.226883,284,78,2025-03-04
GOOGL,2025-03-14,145.0,call,29.49,30.91,0.210527,89,19,2025-03-04
AMZN,2025-04-11,215.0,call,0.25,0.26,0.185177,73,2,2025-03-07
AMZN,2025-04-04,210.0,put,14.53,15.12,0.206177,840,292,2025-03-05
AAPL,2025-04-11,180.0,call,8.65,8.89,0.222416,31,13,2025-03-03
AAPL,2025-03-14,195.0,call,0.21,0.21,0.222811,367,145,2025-03-05
AAPL,2025-04-25,195.0,put,10.61,10.93,0.193597,217,120,2025-03-07
MSFT,2025-04-04,500.0,put,80.89,85.28,0.197235,115,8,2025-03-07
MSFT,2025-03-14,405.0,put,1.76,1.81,0.214838,473,8,2025-03-05
MSFT,2025-04-11,465.0,put,47.17,49.11,0.197652,209,67,2025-03-06
AMZN,2025-04-25,185.0,put,1.58,1.64,0.197856,34,3,2025-03-06
AAPL,2025-03-28,210.0,call,0.02,0.02,0.193342,16,2,2025-03-05
NVDA,2025-03-07,700.0,put,0.01,0.01,0.247298,41,11,2025-03-03
AMZN,2025-04-25,185.0,put,1.64,1.7,0.197592,157,49,2025-03-04
AMZN,2025-04-25,160.0,put,0.01,0.01,0.198707,325,98,2025-03-05
AMZN,2025-04-11,165.0,call,30.24,31.57,0.211156,274,75,2025-03-03
AMZN,2025-05-02,235.0,put,37.25,39.2,0.175323,461,81,2025-03-07
NVDA,2025-04-04,1050.0,put,165.86,174.98,0.192082,841,134,2025-03-03
NVDA,2025-03-07,720.0,put,0.01,0.01,0.24184,3579,1065,2025-03-03
NVDA,2025-04-04,855.0,put,9.89,10.2,0.205099,240,73,2025-03-07
NVDA,2025-04-18,895.0,put,31.78,32.66,0.198876,190,77,2025-03-05
NVDA,2025-03-21,920.0,put,44.05,46.01,0.192151,1156,135,2025-03-05
GOOGL,2025-03-14,200.0,call,0.01,0.01,0.215031,415,47,2025-03-06
AMZN,2025-03-14,220.0,put,24.17,25.17,0.207854,276,93,2025-03-03
AAPL,2025-04-18,180.0,call,8.21,8.42,0.191454,757,60,2025-03-07
MSFT,2025-03-14,435.0,call,0.73,0.75,0.206755,517,65,2025-03-03
GOOGL,2025-03-14,180.0,put,5.48,5.68,0.225118,7598,3637,2025-03-05
GOOGL,2025-03-14,165.0,call,10.15,10.48,0.226004,1489,180,2025-03-05
AMZN,2025-04-11,170.0,put,0.14,0.14,0.236448,95,23,2025-03-06
NVDA,2025-04-25,810.0,put,3.83,3.96,0.196436,104,10,2025-03-04
MSFT,2025-03-14,385.0,put,0.04,0.04,0.21755,126,11,2025-03-06
MSFT,2025-03-07,490.0,call,0.01,0.01,0.207823,323,21,2025-03-06
AAPL,2025-04-18,160.0,call,25.5,26.56,0.214667,903,58,2025-03-06
AMZN,2025-04-18,210.0,call,1.07,1.1,0.198321,446,174,2025-03-07
GOOGL,2025-04-25,170.0,put,2.38,2.44,0.193242,1221,517,2025-03-06
AMZN,2025-03-14,220.0,put,24.22,25.24,0.200324,1402,162,2025-03-05
AAPL,2025-03-21,210.0,call,0.01,0.01,0.21326,904,121,2025-03-06
AMZN,2025-04-18,160.0,call,35.11,36.88,0.207759,707,63,2025-03-04
GOOGL,2025-03-28,200.0,put,23.79,24.98,0.195863,428,116,2025-03-05
GOOGL,2025-04-04,205.0,put,28.44,29.78,0.190847,1396,319,2025-03-03
GOOGL,2025-04-18,145.0,put,0.01,0.01,0.199765,642,100,2025-03-06
MSFT,2025-03-14,445.0,call,0.14,0.14,0.200886,255,106,2025-03-03
MSFT,2025-04-04,385.0,put,0.89,0.92,0.205467,681,3,2025-03-06
AMZN,2025-03-14,155.0,call,39.13,41.21,0.237375,1902,340,2025-03-06
MSFT,2025-04-25,415.0,call,13.87,14.17,0.199235,182,53,2025-03-03
GOOGL,2025-04-11,175.0,call,4.82,4.92,0.202908,16868,2813,2025-03-06
MSFT,2025-04-04,330.0,put,0.01,0.01,0.212718,63,10,2025-03-04
NVDA,2025-04-18,1030.0,put,145.66,152.82,0.191173,183,48,2025-03-07
AMZN,2025-04-18,210.0,call,1.05,1.09,0.194987,1170,355,2025-03-06
MSFT,2025-04-25,425.0,call,8.51,8.77,0.192755,186,57,2025-03-06
NVDA,2025-04-11,790.0,call,88.25,91.59,0.197579,217,68,2025-03-05
MSFT,2025-04-25,340.0,put,0.07,0.08,0.22514,1334,1063,2025-03-04
AMZN,2025-03-28,185.0,put,0.79,0.82,0.216067,356,141,2025-03-05
MSFT,2025-04-04,405.0,put,4.96,5.08,0.206192,195,85,2025-03-04
MSFT,2025-04-25,475.0,call,0.54,0.56,0.196197,538,125,2025-03-04
AAPL,2025-04-04,155.0,put,0.01,0.01,0.212945,260,23,2025-03-06
AMZN,2025-04-25,165.0,put,0.05,0.05,0.205487,1592,154,2025-03-05
MSFT,2025-04-18,435.0,call,4.52,4.65,0.18676,133,20,2025-03-03
GOOGL,2025-03-14,175.0,call,2.31,2.37,0.19202,70,10,2025-03-04
MSFT,2025-04-25,465.0,call,1.03,1.08,0.197755,59,1,2025-03-05
MSFT,2025-04-11,355.0,put,0.06,0.06,0.214239,68,11,2025-03-07
NVDA,2025-03-28,720.0,put,0.01,0.01,0.234662,266,19,2025-03-04
AAPL,2025-03-14,210.0,call,0.01,0.01,0.224104,282,70,2025-03-06
AAPL,2025-03-28,155.0,put,0.01,0.01,0.222996,599,188,2025-03-05
NVDA,2025-04-25,745.0,put,0.29,0.3,0.202855,1061,8,2025-03-04
MSFT,2025-05-02,490.0,put,69.74,73.35,0.20142,395,83,2025-03-07
NVDA,2025-04-25,1005.0,put,120.92,126.48,0.180742,283,52,2025-03-06
GOOGL,2025-03-14,195.0,call,0.01,0.01,0.215948,1144,181,2025-03-05
NVDA,2025-03-07,765.0,put,0.01,0.01,0.216539,283,146,2025-03-05
MSFT,2025-03-07,475.0,call,0.01,0.01,0.213485,1033,135,2025-03-04
AAPL,2025-04-25,205.0,put,18.64,19.43,0.180152,90,26,2025-03-07
NVDA,2025-04-04,875.0,put,18.96,19.52,0.205117,93,9,2025-03-03
GOOGL,2025-03-21,185.0,call,0.5,0.52,0.214083,710,412,2025-03-04
NVDA,2025-03-14,920.0,put,44.1,45.68,0.216534,37,7,2025-03-05
NVDA,2025-03-28,700.0,call,172.35,181.87,0.216553,1492,68,2025-03-06
AAPL,2025-03-14,175.0,call,10.03,10.39,0.2033,137,50,2025-03-07
MSFT,2025-04-11,365.0,put,0.25,0.26,0.221301,155,63,2025-03-07
AAPL,2025-03-21,195.0,call,0.39,0.4,0.208037,333,19,2025-03-07
GOOGL,2025-04-25,185.0,put,10.13,10.53,0.179854,755,242,2025-03-06
AMZN,2025-04-18,185.0,call,12.22,12.7,0.188281,394,272,2025-03-03
AMZN,2025-04-11,225.0,put,28.07,29.81,0.170296,328,70,2025-03-07
GOOGL,2025-03-28,175.0,put,3.24,3.34,0.204024,512,113,2025-03-05
MSFT,2025-04-04,455.0,put,37.95,39.42,0.190738,694,90,2025-03-06
MSFT,2025-04-18,465.0,call,0.91,0.98,0.206181,167,29,2025-03-04
AAPL,2025-04-25,155.0,call,30.32,32.0,0.217662,860,332,2025-03-04
AMZN,2025-04-18,205.0,put,10.51,10.84,0.189379,802,49,2025-03-07
AAPL,2025-04-18,165.0,put,0.22,0.23,0.207631,557,91,2025-03-06
MSFT,2025-04-11,385.0,put,1.89,1.95,0.221256,301,143,2025-03-03
GOOGL,2025-03-28,185.0,put,9.88,10.18,0.194523,2286,752,2025-03-06
GOOGL,2025-04-25,210.0,call,0.03,0.04,0.194601,682,75,2025-03-05
MSFT,2025-03-14,355.0,call,59.27,61.8,0.217711,363,66,2025-03-03
AMZN,2025-03-14,185.0,call,10.19,10.5,0.226209,367,7,2025-03-06
AAPL,2025-03-07,210.0,call,0.01,0.01,0.21473,330,39,2025-03-05
AMZN,2025-04-04,170.0,call,25.19,26.36,0.204276,261,18,2025-03-03
NVDA,2025-04-25,855.0,call,39.87,41.21,0.194283,1220,115,2025-03-03
NVDA,2025-04-04,1030.0,put,146.42,154.66,0.194231,35,4,2025-03-03
GOOGL,2025-04-04,175.0,call,4.15,4.24,0.20004,130,5,2025-03-07
GOOGL,2025-03-28,155.0,put,0.03,0.04,0.218606,1119,39,2025-03-05
MSFT,2025-03-21,375.0,put,0.13,0.14,0.23172,128,27,2025-03-04
NVDA,2025-03-07,745.0,call,127.24,133.58,0.231757,138,24,2025-03-03
MSFT,2025-04-04,475.0,call,0.09,0.09,0.206119,1819,569,2025-03-07
NVDA,2025-04-11,965.0,put,85.15,88.28,0.193834,782,251,2025-03-04
NVDA,2025-04-25,700.0,call,174.9,184.88,0.198018,70,21,2025-03-05
MSFT,2025-03-28,475.0,put,57.07,59.75,0.195922,1042,524,2025-03-03
NVDA,2025-03-28,1005.0,put,124.36,129.92,0.197104,13331,200,2025-03-07
AAPL,2025-04-04,195.0,put,10.17,10.46,0.194618,236,22,2025-03-05
AAPL,2025-03-14,210.0,put,24.21,25.22,0.235119,351,271,2025-03-04
GOOGL,2025-04-18,170.0,call,8.39,8.59,0.212863,233,29,2025-03-07
NVDA,2025-04-04,765.0,put,0.18,0.19,0.217837,249,80,2025-03-07
AAPL,2025-03-28,180.0,put,1.58,1.63,0.20187,1472,75,2025-03-04
NVDA,2025-03-07,965.0,call,0.01,0.01,0.221569,405,46,2025-03-06
AMZN,2025-04-18,235.0,call,0.01,0.01,0.179885,164,76,2025-03-03
MSFT,2025-03-07,415.0,put,3.73,3.81,0.22406,805,400,2025-03-03
GOOGL,2025-04-25,145.0,call,30.3,31.72,0.207315,229,60,2025-03-06
AAPL,2025-03-07,205.0,put,19.56,20.33,0.219512,175,32,2025-03-05
AMZN,2025-03-21,205.0,put,9.82,10.13,0.18512,1853,309,2025-03-04
GOOGL,2025-04-04,145.0,put,0.01,0.01,0.211848,414,165,2025-03-06
MSFT,2025-04-11,405.0,put,6.09,6.26,0.211119,1234,319,2025-03-03
AAPL,2025-03-21,190.0,put,6.25,6.43,0.219285,153,7,2025-03-03
GOOGL,2025-03-07,140.0,call,34.16,35.92,0.23008,317,88,2025-03-05
NVDA,2025-04-04,765.0,put,0.22,0.23,0.210354,3513,163,2025-03-03
AAPL,2025-04-11,165.0,put,0.15,0.16,0.207043,73,13,2025-03-05
AMZN,2025-03-14,170.0,call,24.58,25.79,0.235515,148,5,2025-03-06
NVDA,2025-03-14,810.0,call,64.73,67.16,0.21391,1780,116,2025-03-06
NVDA,2025-03-28,790.0,call,86.01,89.1,0.210886,3345,1547,2025-03-07
NVDA,2025-04-25,965.0,call,2.56,2.65,0.180631,354,31,2025-03-04
MSFT,2025-04-25,490.0,put,69.86,73.84,0.192951,6109,898,2025-03-07
MSFT,2025-04-04,340.0,call,74.56,78.24,0.213187,188,56,2025-03-05
NVDA,2025-03-28,940.0,call,2.16,2.24,0.201905,426,80,2025-03-03
AMZN,2025-03-07,215.0,call,0.01,0.01,0.204907,120,11,2025-03-05
NVDA,2025-03-14,700.0,put,0.01,0.01,0.246136,602,88,2025-03-04
MSFT,2025-03-21,355.0,call,59.35,62.01,0.226228,346,114,2025-03-07
GOOGL,2025-03-07,185.0,put,9.76,10.06,0.216535,1112,485,2025-03-03
GOOGL,2025-04-11,140.0,put,0.01,0.01,0.210961,562,198,2025-03-04
NVDA,2025-04-18,745.0,call,131.11,137.98,0.206217,1250,245,2025-03-06
AMZN,2025-04-11,220.0,call,0.29,0.3,0.223484,172,84,2025-03-06
NVDA,2025-04-11,810.0,call,69.62,72.17,0.195289,2201,279,2025-03-07
NVDA,2025-04-04,920.0,put,47.65,49.15,0.211917,534,221,2025-03-04
NVDA,2025-04-25,875.0,put,23.84,24.4,0.208958,455,61,2025-03-05
NVDA,2025-03-21,1005.0,call,0.03,0.03,0.233938,407,110,2025-03-06
NVDA,2025-04-11,985.0,call,0.45,0.47,0.182007,709,242,2025-03-06
NVDA,2025-04-18,1030.0,call,0.22,0.23,0.196157,334,111,2025-03-05
NVDA,2025-03-21,940.0,put,62.37,64.93,0.197423,171,24,2025-03-04
NVDA,2025-03-07,920.0,call,0.14,0.14,0.226889,729,171,2025-03-03
NVDA,2025-04-25,965.0,put,85.3,88.65,0.200795,3,0,2025-03-07
AAPL,2025-04-18,185.0,put,4.22,4.33,0.192449,166,13,2025-03-07
NVDA,2025-03-14,855.0,put,4.74,4.91,0.222607,321,30,2025-03-04
AAPL,2025-03-28,165.0,call,20.16,20.9,0.23093,528,31,2025-03-07
AMZN,2025-03-28,225.0,put,28.6,29.89,0.20254,2218,789,2025-03-03
GOOGL,2025-03-21,145.0,call,29.49,31.14,0.222226,247,59,2025-03-05
MSFT,2025-03-21,355.0,put,0.01,0.01,0.230973,24,8,2025-03-03
GOOGL,2025-03-21,155.0,put,0.01,0.01,0.224563,2705,728,2025-03-04
NVDA,2025-03-07,895.0,call,0.42,0.43,0.205241,144,18,2025-03-05
GOOGL,2025-04-18,210.0,call,0.01,0.01,0.179234,228,49,2025-03-05
AAPL,2025-04-04,215.0,put,28.42,29.78,0.186503,152,20,2025-03-04
NVDA,2025-03-07,830.0,put,0.01,0.01,0.230293,1022,92,2025-03-06
GOOGL,2025-03-28,160.0,put,0.2,0.18,0.215714,198,12,2025-03-03
MSFT,2025-04-18,500.0,call,0.06,0.06,0.209122,783,267,2025-03-06
MSFT,2025-04-18,465.0,put,47.09,49.14,0.206189,842,247,2025-03-06
AMZN,2025-04-11,185.0,put,1.23,1.27,0.20405,272,5,2025-03-05
GOOGL,2025-03-14,140.0,put,0.01,0.01,0.242054,354,42,2025-03-03
NVDA,2025-03-07,895.0,put,19.54,20.47,0.229724,579,237,2025-03-06
NVDA,2025-03-21,1030.0,put,149.32,156.73,0.196512,190,34,2025-03-07
NVDA,2025-04-11,745.0,put,0.12,0.13,0.21054,154,12,2025-03-04
MSFT,2025-03-14,465.0,put,48.57,50.54,0.205086,2368,53,2025-03-07
GOOGL,2025-04-11,160.0,call,15.79,16.33,0.179012,1657,14,2025-03-03
GOOGL,2025-04-18,160.0,put,0.54,0.56,0.209315,868,237,2025-03-04
AMZN,2025-04-04,225.0,call,0.03,0.04,0.204216,2135,1273,2025-03-05
GOOGL,2025-04-25,175.0,put,4.58,4.69,0.201735,61,9,2025-03-05
AMZN,2025-04-25,175.0,call,20.87,22.02,0.181974,245,30,2025-03-05
NVDA,2025-04-04,790.0,call,86.83,92.28,0.22587,161,83,2025-03-04
AAPL,2025-04-04,170.0,put,0.27,0.28,0.20462,516,158,2025-03-06
NVDA,2025-03-21,875.0,put,14.3,14.65,0.205931,263,26,2025-03-04
GOOGL,2025-03-14,180.0,put,5.61,5.75,0.218165,45,19,2025-03-03
NVDA,2025-04-04,875.0,put,17.65,18.07,0.202442,523,153,2025-03-07
AMZN,2025-04-04,235.0,call,0.01,0.01,0.187102,745,51,2025-03-03
NVDA,2025-04-25,965.0,put,83.98,87.25,0.178062,653,122,2025-03-04
AMZN,2025-03-28,215.0,put,19.06,19.83,0.197357,192,42,2025-03-06
MSFT,2025-03-07,415.0,call,1.84,1.88,0.211262,550,66,2025-03-06
MSFT,2025-03-21,330.0,call,83.42,87.93,0.233928,616,244,2025-03-06
NVDA,2025-03-21,985.0,put,105.15,110.92,0.219092,1104,171,2025-03-06
MSFT,2025-03-21,435.0,put,20.25,20.89,0.220751,82,4,2025-03-07
GOOGL,2025-03-07,165.0,put,0.01,0.01,0.205704,305,27,2025-03-04
NVDA,2025-03-28,1030.0,put,147.65,156.43,0.192235,772,164,2025-03-07
MSFT,2025-04-04,445.0,put,29.09,30.26,0.19902,371,147,2025-03-05
AMZN,2025-04-11,185.0,call,11.99,12.48,0.206839,2311,627,2025-03-05
MSFT,2025-04-25,405.0,call,18.89,19.4,0.191775,550,118,2025-03-05
MSFT,2025-03-21,405.0,put,3.16,3.26,0.223714,931,340,2025-03-06
MSFT,2025-04-25,425.0,put,15.8,16.24,0.196016,507,22,2025-03-05
MSFT,2025-03-14,405.0,put,1.44,1.47,0.208802,234,110,2025-03-06
AMZN,2025-03-21,160.0,put,0.01,0.01,0.220906,13197,1111,2025-03-05
NVDA,2025-04-11,830.0,put,6.05,6.26,0.211641,729,151,2025-03-05
AMZN,2025-03-21,180.0,put,0.12,0.12,0.20516,536,364,2025-03-03
MSFT,2025-03-07,415.0,put,2.35,2.4,0.198354,609,48,2025-03-05
MSFT,2025-03-21,455.0,call,0.25,0.26,0.216489,112,21,2025-03-03
GOOGL,2025-04-04,160.0,put,0.19,0.19,0.200896,445,78,2025-03-06
NVDA,2025-04-25,1030.0,put,143.81,151.68,0.174715,272,43,2025-03-03
NVDA,2025-03-14,965.0,call,0.01,0.01,0.21082,161,57,2025-03-06
AMZN,2025-03-07,160.0,put,0.01,0.01,0.250471,389,12,2025-03-04
GOOGL,2025-03-21,170.0,call,6.37,6.57,0.231158,974,79,2025-03-07
MSFT,2025-04-11,375.0,call,41.69,43.27,0.214185,437,101,2025-03-06
AAPL,2025-03-14,185.0,call,3.04,3.12,0.242053,699,85,2025-03-04
NVDA,2025-04-18,790.0,call,89.22,92.58,0.196314,160,16,2025-03-06
NVDA,2025-04-11,875.0,call,23.65,24.14,0.195615,142,21,2025-03-05
NVDA,2025-03-14,745.0,call,127.73,133.69,0.219358,3376,1324,2025-03-07
GOOGL,2025-04-04,185.0,call,0.88,0.91,0.193395,291,214,2025-03-06
MSFT,2025-04-18,455.0,put,38.43,39.87,0.212425,1006,207,2025-03-06
MSFT,2025-03-14,415.0,call,6.25,6.38,0.220135,370,23,2025-03-04
MSFT,2025-03-21,465.0,put,48.05,50.13,0.224286,188,74,2025-03-06
AAPL,2025-04-18,170.0,call,16.48,17.02,0.216089,190,40,2025-03-05
AMZN,2025-03-07,230.0,call,0.01,0.01,0.202325,146,5,2025-03-06
AAPL,2025-04-04,205.0,call,0.23,0.23,0.207072,428,42,2025-03-05
GOOGL,2025-04-25,175.0,put,4.43,4.58,0.193891,228,43,2025-03-03
AMZN,2025-05-02,195.0,put,4.9,5.01,0.187779,2259,518,2025-03-07
MSFT,2025-05-02,465.0,call,1.71,1.78,0.213132,542,94,2025-03-07
AAPL,2025-04-25,150.0,put,0.01,0.01,0.208761,1351,24,2025-03-07
AMZN,2025-04-18,215.0,put,18.56,19.51,0.174505,683,47,2025-03-03
AAPL,2025-04-04,210.0,put,23.66,24.71,0.189246,1498,256,2025-03-05
MSFT,2025-03-14,405.0,call,12.53,12.83,0.221034,767,91,2025-03-04
MSFT,2025-03-21,330.0,put,0.01,0.01,0.217127,398,123,2025-03-05
AMZN,2025-04-25,205.0,put,10.67,11.03,0.187418,514,157,2025-03-05
MSFT,2025-04-25,340.0,call,75.47,79.45,0.212617,645,43,2025-03-04
NVDA,2025-04-18,745.0,put,0.3,0.31,0.219966,35,6,2025-03-05
AAPL,2025-04-18,205.0,call,0.38,0.4,0.191066,49,3,2025-03-06
MSFT,2025-04-11,375.0,put,0.62,0.64,0.216764,643,302,2025-03-07
NVDA,2025-03-21,700.0,put,0.01,0.01,0.256109,424,40,2025-03-06
GOOGL,2025-04-11,155.0,put,0.1,0.1,0.202519,133,10,2025-03-05
AMZN,2025-04-25,195.0,put,4.96,5.07,0.198022,938,63,2025-03-06
AMZN,2025-03-28,215.0,put,19.1,19.8,0.202715,148,8,2025-03-05
NVDA,2025-03-28,830.0,put,4.48,4.61,0.229599,326,96,2025-03-04
AMZN,2025-04-04,200.0,call,2.85,2.92,0.200675,145,25,2025-03-03
GOOGL,2025-04-18,180.0,call,2.81,2.89,0.186239,123,36,2025-03-05
AAPL,2025-03-07,185.0,put,1.16,1.19,0.219534,180,48,2025-03-05
AAPL,2025-04-04,220.0,put,33.17,34.91,0.185317,2535,731,2025-03-03
GOOGL,2025-04-11,175.0,put,3.59,3.67,0.183637,212,55,2025-03-05
NVDA,2025-03-21,720.0,put,0.01,0.01,0.225485,247,69,2025-03-07
AMZN,2025-04-18,190.0,call,8.66,8.87,0.199502,193,7,2025-03-07
NVDA,2025-03-21,1030.0,call,0.01,0.01,0.181214,365,150,2025-03-05
MSFT,2025-04-11,425.0,put,14.41,14.78,0.190412,1446,149,2025-03-04
MSFT,2025-03-28,435.0,put,20.98,21.57,0.208325,737,285,2025-03-03
AMZN,2025-04-04,165.0,call,30.03,31.42,0.203947,536,304,2025-03-03
AAPL,2025-04-18,200.0,call,0.92,0.95,0.196779,161,18,2025-03-06
AMZN,2025-04-04,210.0,call,0.43,0.45,0.179315,361,88,2025-03-04
AMZN,2025-04-18,165.0,call,30.39,31.74,0.197697,64,9,2025-03-03
GOOGL,2025-04-18,210.0,put,32.84,34.53,0.168995,70,12,2025-03-03
MSFT,2025-03-07,445.0,call,0.01,0.01,0.225399,93,8,2025-03-04
AMZN,2025-04-25,235.0,put,37.43,39.46,0.182806,180,48,2025-03-07
NVDA,2025-04-04,920.0,call,5.41,5.57,0.198972,173,40,2025-03-07
GOOGL,2025-03-28,200.0,call,0.03,0.03,0.206587,1375,300,2025-03-03
GOOGL,2025-04-18,210.0,put,32.93,34.68,0.18512,117,30,2025-03-07
MSFT,2025-03-28,405.0,put,4.37,4.52,0.211445,672,245,2025-03-03
MSFT,2025-03-14,475.0,put,58.18,60.78,0.206281,132,7,2025-03-06
AAPL,2025-05-02,180.0,put,2.2,2.26,0.168446,454,75,2025-03-07
GOOGL,2025-03-28,160.0,call,15.38,15.96,0.217664,134,27,2025-03-05
NVDA,2025-03-21,1030.0,call,0.01,0.01,0.199076,255,101,2025-03-07
NVDA,2025-04-11,965.0,put,84.52,88.41,0.184807,1782,352,2025-03-06
GOOGL,2025-04-18,140.0,call,34.92,36.76,0.192722,228,48,2025-03-05
NVDA,2025-03-21,810.0,call,66.55,68.92,0.212407,116,9,2025-03-03
AMZN,2025-03-28,170.0,put,0.03,0.03,0.222842,1292,179,2025-03-03
MSFT,2025-03-14,405.0,put,2.01,2.06,0.216802,1260,112,2025-03-04
NVDA,2025-04-18,855.0,call,37.84,39.15,0.194741,255,80,2025-03-03
AMZN,2025-03-21,170.0,put,0.01,0.01,0.213645,198,19,2025-03-04
NVDA,2025-03-14,1050.0,put,168.88,178.25,0.200643,169,85,2025-03-04
